read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
d8ffe952-a799-4903-9b6c-b82caa908b1d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
51f958b0-b590-4f13-9473-7684b39f1338	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
f9d0386c-79bd-4886-9427-b2ffe196b723	Salmonella_enterica_16S_5	+	23	399	2	374	32	36	340	284	0.835294	0.696078	72	0.909091
7510f5be-1f3d-47b3-b3bc-0da992dd1df1	Enterococcus_faecalis_16S_4	+	258	1526	217	1467	54	72	1196	1019	0.852007	0.770802	762	0.772111
88b84a5d-3e2c-4193-ba16-9966c8428090	Pseudomonas_aeruginosa_16S_2	+	212	1494	181	1419	42	86	1196	1028	0.859532	0.776435	824	0.801072
b9c99439-ea9f-4dd1-a8f3-0ee8eeebb7c4	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
63bd24bb-3d7b-4f3a-a9b7-51eee589236d	Salmonella_enterica_16S_4	+	242	1414	220	1367	32	57	1115	968	0.868161	0.803987	910	0.726858
74f38f70-69a4-4f91-8182-4c99c3b87bae	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
74daa1f9-4cd9-4521-a55d-c45c565aca05	Enterococcus_faecalis_16S_2	+	520	1526	471	1472	39	44	962	805	0.836798	0.770335	608	0.623057
f3521b70-a65b-4c76-93c9-9e9f15ef43f0	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1b4a644b-0119-45a2-92ca-1aecc6c8ab26	Pseudomonas_aeruginosa_16S_3	+	19	420	0	403	23	21	380	334	0.878947	0.787736	276	0.437788
e0e414e3-891b-4d7b-ab41-03a51880dc85	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
937093e7-e0ee-43f5-9db3-541b36068e39	Salmonella_enterica_16S_1	+	235	1402	209	1370	47	53	1114	898	0.806104	0.739703	504	0.731932
998e80ae-f5dc-48a6-b289-c69660048b96	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
f7c48488-9107-4ad4-8467-34d551e6be4c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ef5d8e0e-0ab7-4c60-93e9-4d1889a10945	Staphylococcus_aureus_16S_1	+	246	1419	224	1381	74	90	1083	888	0.819945	0.712109	324	0.696015
2ca1d8ec-990e-4e20-912b-ab266605744f	Pseudomonas_aeruginosa_16S_4	+	22	1494	3	1415	45	105	1367	1187	0.868325	0.782465	1050	0.923649
1ade7bed-cc96-40a8-847f-74219684cafc	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3c589c14-52d2-4d4e-9a8c-119d3f4c15cf	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0c0f60fe-5b4e-4c22-918c-cc6aba8b7069	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bed4df3d-c835-41e2-86ba-89b1d041ca95	Bacillus_subtilis_16S_10	+	234	1518	235	1593	127	53	1231	1091	0.886271	0.77321	898	0.790116
b1163e3e-1e88-4d6e-8649-9f3c7f976765	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d974c5fc-6fb7-4125-98ca-17eb1e285b1c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
c398064e-b40c-44fb-a38a-c29f1ce4eb3c	Bacillus_subtilis_16S_5	-	293	598	322	612	16	31	274	238	0.868613	0.741433	146	0.225329
00975204-32be-4967-b7e6-7d7e3c8145ae	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e37bec06-55ce-4a1f-a659-11c0aa05ce80	Enterococcus_faecalis_16S_2	-	242	1437	267	1417	43	88	1107	881	0.795845	0.711632	252	0.708707
35f3793b-c03a-4260-bcf9-ff52c58a7d88	Staphylococcus_aureus_16S_1	+	96	1430	61	1387	61	69	1265	1019	0.805534	0.730466	486	0.812982
484a8c1a-6126-447d-b9a1-6557e0be4e07	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6c181c83-291c-42b7-bb18-5dfc1c539d38	Bacillus_subtilis_16S_10	+	36	1393	10	1322	63	108	1249	1056	0.845476	0.743662	610	0.821711
50d9ca76-630b-4ae9-8302-01394ac449aa	Pseudomonas_aeruginosa_16S_1	+	22	1494	3	1418	39	96	1376	1162	0.844477	0.769027	938	0.914286
eeed0290-e466-4f29-a929-b6eb8714c4c4	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2d9f51ca-b07c-4285-adba-08cebcc3ab2e	Bacillus_subtilis_16S_3	+	250	1518	203	1432	44	83	1185	999	0.843038	0.761433	716	0.781147
74e0c9d5-8ac1-4aba-97ed-5837bbff342d	Enterococcus_faecalis_16S_4	+	110	1425	70	1359	65	91	1224	1026	0.838235	0.743478	596	0.801572
dc88c3fa-64fd-4852-a87a-718928de688f	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
fe3701a6-23bf-4fd8-9a35-df687f706917	Escherichia_coli_16S_7	+	287	1409	248	1325	36	81	1041	877	0.842459	0.75734	628	0.690776
5c5a27c9-d8df-49db-ab0d-df7a693ce8de	Pseudomonas_aeruginosa_16S_1	+	226	538	185	491	9	15	297	251	0.845118	0.781931	206	0.604888
74a31f68-05b4-4d2c-a46f-e11b6617e408	Bacillus_subtilis_16S_6	+	242	1518	216	1464	34	62	1214	1057	0.870675	0.80687	1038	0.792428
