read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
9a7eca36-3470-4834-9d6e-104750ee6571	Bacillus_sp_Bacteria)_false_positive	+	227	1509	195	1436	40	81	1201	1069	0.890092	0.808623	1072	0.794312
395f23a1-56d3-4035-989d-489b71ca1bf4	Pseudomonas_syringae_pathovar_broussonetiae_false_positive_1	+	222	1500	159	1401	33	69	1209	1040	0.860215	0.793288	972	0.818551
ec656ed7-e38f-4520-85a8-6979d6e7c576	Bacillus_halodurans_false_positive	+	32	1518	4	1476	66	80	1406	1246	0.886202	0.802835	1288	0.905344
edd3632e-2fa9-4698-a68c-6279262c7b02	Bacillus_alcaliinulinus_false_positive	+	1	1491	0	1459	54	85	1405	1187	0.84484	0.768782	864	0.933555
107a50a3-ae0f-402e-8564-73c2c09bd9b4	Salmonella_enterica_16S_6	+	234	1501	208	1458	50	67	1200	977	0.814167	0.741838	572	0.783801
55101bfb-b684-4afb-a8d8-39c7f6863688	Bacillus_subtilis_16S_7	+	33	1518	0	1458	34	61	1424	1222	0.858146	0.804477	1190	0.921087
cfed80a0-bae8-4045-8c4d-d71f55cd8fe4	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
acb1ba53-3600-46de-badc-d3fb58f8acf2	Pseudomonas_aeruginosa_16S_1	+	237	1494	244	1482	55	74	1183	977	0.825866	0.744665	552	0.775229
485538fe-6c45-42f4-bd3d-95f826acebe2	Bacillus_halodurans_false_positive	+	253	1444	203	1372	76	98	1093	911	0.833486	0.719021	366	0.721452
020e62c2-ebc9-49e3-ba61-949cff763bc7	Bacillus_subtilis_16S_8	+	265	1518	222	1445	35	65	1188	985	0.829125	0.764752	682	0.774446
14027d97-b616-4f14-bff7-527565e6a0b6	Bacillus_halodurans_false_positive	+	32	1425	5	1353	52	97	1296	1099	0.847994	0.760554	784	0.841558
88ba1eb3-ca3f-42ae-b356-d8e4f5534fef	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
a53d2d6d-4644-49fc-8e74-ed9dd4952750	Pseudomonas_aeruginosa_16S_1	+	87	1494	54	1412	46	95	1312	1149	0.875762	0.790778	1080	0.88172
47f4346b-e823-4a97-9ab5-4b0cdba3651b	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e5b6b325-06a2-470e-97a0-71751f50901f	Pseudomonas_coronafaciens_pathovar_atropurpurea_false_positive_2	+	27	1499	0	1482	72	62	1410	1217	0.863121	0.788212	1106	0.916775
56818a7c-9d95-4807-802b-5e7571ed1a5f	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4dcebee3-97a3-4b49-912d-ec97cf625795	Staphylococcus_aureus_16S_2	+	251	1427	223	1365	61	95	1081	915	0.846438	0.739693	566	0.70013
da182c0c-ffca-400a-af2f-c9aae85c07f2	Bacillus_halodurans_false_positive	+	32	1517	4	1519	84	54	1431	1215	0.849057	0.774379	982	0.921442
a3154dd8-81f8-48b9-976a-350c4ef747da	Bacillus_hemicellulosilyticus_false_positive	-	14	428	93	509	27	25	389	332	0.85347	0.752834	248	0.406904
e9f863d6-42e7-49c6-9c72-19aad967127b	Salmonella_enterica_16S_5	+	239	1499	228	1492	81	77	1183	965	0.815723	0.719612	386	0.771186
ac08ef8d-40af-4819-99c3-49669bb7b769	Staphylococcus_aureus_16S_5	+	250	1520	190	1414	46	92	1178	999	0.848048	0.759119	702	0.793266
e0a1bfb4-202c-47c9-8be8-c1e8b31e5e68	Bacillus_halodurans_false_positive	+	34	1518	9	1476	80	97	1387	1161	0.837058	0.742327	696	0.89311
f24c8e68-f10a-498e-ab64-b24e623e6db1	Bacillus_alcaliinulinus_false_positive	+	212	1491	208	1482	71	76	1203	1036	0.86118	0.767407	750	0.799336
65bb1ae1-0d6f-4fd0-a000-0d095b9f41ca	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
fa5bbe73-5233-4f4b-80e2-d0d97169a703	Salmonella_enterica_16S_1	+	235	1501	214	1426	64	118	1148	963	0.83885	0.72406	414	0.763806
aa1a7728-ebe5-4c8c-b885-8af536f98d47	Bacillus_hemicellulosilyticus_false_positive	+	246	1521	208	1435	39	87	1188	990	0.833333	0.753425	672	0.780552
f7bd7d8c-230c-4457-8e0a-582638a8c042	Pseudomonas_syringae_pathovar_broussonetiae_false_positive_2	+	238	1505	221	1458	40	70	1197	991	0.827903	0.758225	650	0.779297
71646392-cedc-4d68-b4ec-be41736753de	Pseudomonas_syringae_pathovar_broussonetiae_false_positive_2	+	240	1505	183	1417	41	72	1193	1030	0.86337	0.788668	978	0.802287
4ad431f7-f2df-4fc9-9db1-03baa834b7fc	Staphylococcus_aureus_16S_4	+	234	1520	207	1471	45	67	1219	1026	0.841673	0.770849	776	0.791045
eba19af9-2b5e-4d72-a912-3f2d79c2df35	Enterococcus_faecalis_16S_4	+	326	1433	358	1419	55	101	1006	839	0.833996	0.722031	358	0.644046
d6a22492-7726-41c7-9f04-74f98d695014	Listeria_monocytogenes_16S_6	+	31	1517	7	1432	47	108	1378	1179	0.855588	0.76908	968	0.911979
e32c8457-b6b2-4346-a3b4-1797265510a5	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3d969371-78e4-4b86-a79b-aac47a2449b5	Bacillus_subtilis_16S_2	+	29	1518	0	1443	51	97	1392	1184	0.850575	0.768831	904	0.918812
f10a0452-2b50-4d1d-9fc2-27dae412222c	Enterococcus_faecalis_16S_1	+	106	1437	61	1396	86	82	1249	1038	0.831065	0.732534	532	0.800641
8c164543-0331-402f-b9ba-e6b59f80cead	Bacillus_subtilis_16S_7	+	250	1518	212	1474	58	64	1204	1034	0.858804	0.779789	840	0.773779
a13345fc-2b3b-476b-b41c-4ea7cdda85e8	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
