read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
c3cfdd47-e0f2-4450-974c-4d07badeeb9d	Bacillus_subtilis_16S_9	+	29	442	0	397	10	26	387	323	0.834625	0.763593	238	0.613312
dc4caaf6-d97b-4604-8309-b6c62c2af09b	Bacillus_subtilis_16S_2	+	240	1419	167	1303	31	74	1105	945	0.855204	0.780992	812	0.749153
da423d1c-e81e-4fdf-ae4d-1492995fa10f	Bacillus_subtilis_16S_8	-	943	1509	314	878	16	18	548	486	0.886861	0.835052	568	0.563207
200588e9-492c-464d-b8a3-6f91d1dab0a1	Bacillus_subtilis_16S_3	+	31	466	3	439	12	11	424	379	0.893868	0.847875	472	0.462377
8a85fab4-f59f-4712-bc40-e0f4ebe56c8d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
698ee90a-0e94-461e-8b9a-78307baf299c	Bacillus_subtilis_16S_2	+	234	1518	162	1400	28	74	1210	1114	0.920661	0.849085	1429	0.812081
0de93b06-8f63-4c11-a0d3-6199c139af45	Bacillus_subtilis_16S_7	+	29	1518	0	1471	50	68	1421	1189	0.836735	0.77258	902	0.934254
c2cd47c1-19d0-4ef8-ae8d-324c84b399bb	Bacillus_subtilis_16S_3	+	111	1516	82	1466	76	97	1308	1091	0.834098	0.736664	596	0.848249
659e3aa1-1b0d-4bc1-98d1-75825a014d20	Escherichia_coli_16S_4	+	242	553	235	515	10	41	270	232	0.859259	0.722741	163	0.292208
4a4a40d3-22fc-437d-ae22-d2e6d8ce8b63	Pseudomonas_aeruginosa_16S_4	+	19	1411	0	1349	48	91	1301	1109	0.852421	0.770139	828	0.863878
5fa128db-fd78-4904-b87a-97a1e89b9d41	Enterococcus_faecalis_16S_2	+	838	1405	798	1325	23	63	504	439	0.871032	0.744068	246	0.334884
96becae8-24d4-40ff-a7e5-a8158dcceb8c	Pseudomonas_aeruginosa_16S_2	+	21	718	2	709	40	30	667	578	0.866567	0.784261	500	0.468399
6f714534-12bc-49fe-89ec-90df5793590f	Salmonella_enterica_16S_1	+	236	610	195	572	14	11	363	312	0.859504	0.804124	302	0.346374
18b305da-2752-4cab-82c5-6ba892796311	Pseudomonas_aeruginosa_16S_1	+	19	1494	0	1455	56	76	1399	1186	0.847748	0.774657	900	0.916776
6056e3dd-25a0-4875-a51f-0308965d352d	Pseudomonas_aeruginosa_16S_3	+	228	1404	211	1351	50	86	1090	949	0.870642	0.774062	762	0.726667
d4049cdb-c315-4349-b4fb-93340e880852	Pseudomonas_aeruginosa_16S_1	+	231	1419	222	1409	42	43	1145	990	0.864629	0.804878	974	0.750328
6aa0fb22-b67a-47b4-86b3-bc4ba91483c8	Bacillus_subtilis_16S_5	+	29	397	0	348	3	23	345	288	0.834783	0.77628	248	0.985714
a8c98641-abcf-40a8-ace5-b54897597f4a	Salmonella_enterica_16S_3	+	236	1501	224	1494	58	53	1212	1047	0.863861	0.791383	956	0.790091
5100ba6b-b26e-4113-ad0b-b06e2c3c606b	Pseudomonas_aeruginosa_16S_3	+	245	1406	234	1335	43	103	1058	893	0.844045	0.741694	510	0.700199
3152a7c1-b985-447e-b08d-607994ccfc86	Bacillus_subtilis_16S_2	+	915	1518	963	1572	50	44	559	487	0.871199	0.745789	278	0.358793
5c7ab1e2-c973-497c-9241-3a02d7a9a9b0	Pseudomonas_aeruginosa_16S_3	+	227	1394	194	1325	37	73	1094	899	0.821755	0.746678	550	0.726428
fabc2762-1370-4457-95a8-00af27147196	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1f528ced-7f1a-4b98-bd08-ffbce334b1e0	Salmonella_enterica_16S_6	+	24	1409	3	1354	64	98	1287	1092	0.848485	0.753623	764	0.83953
278640ce-a861-4422-b840-5ee6c6014bd3	Listeria_monocytogenes_16S_3	+	32	1372	5	1267	42	120	1220	1004	0.822951	0.726483	500	0.82544
705fcb9d-ab05-4d7b-a441-9606c97f9014	Listeria_monocytogenes_16S_4	+	259	1517	225	1537	113	59	1199	988	0.82402	0.720642	392	0.772552
a0cb895b-2555-4b48-b87a-49e2c9f82efb	Listeria_monocytogenes_16S_3	+	265	1517	208	1394	57	123	1129	939	0.83171	0.717341	374	0.762323
66831233-aaa2-423e-8229-5723e000624a	Salmonella_enterica_16S_5	+	245	1419	211	1315	38	108	1066	897	0.841463	0.740099	526	0.726158
b0c0ef26-2a1b-467a-81c0-523176b1ac33	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31281c54-68ff-43bc-ad27-a29894558ef2	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
21c1653d-50fe-4d12-b14d-24c8d1684722	Pseudomonas_aeruginosa_16S_2	+	223	1494	173	1403	53	94	1177	997	0.847069	0.753021	656	0.788346
b050dfc2-0a48-4834-a23d-e5565ac024b0	Listeria_monocytogenes_16S_6	+	254	1517	208	1399	36	108	1155	1000	0.865801	0.769823	776	0.784114
3bccf5ac-4d80-4470-83eb-d35d0cc961d7	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
