read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
0eafc96b-6e41-4fe3-96ae-48b626a80950	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
944ec555-2a87-4235-ad06-813679b0115b	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2fe52fcb-7cfd-44f3-8d54-db695f921c20	Staphylococcus_aureus_16S_6	+	250	1419	207	1336	50	90	1079	887	0.822057	0.727646	414	0.710804
c48b688c-3e78-4302-bcc1-90fb58c32607	Salmonella_enterica_16S_1	+	235	1501	295	1535	36	62	1204	958	0.795681	0.735791	556	0.784876
203739c1-2eaa-49bd-9990-75e1ac1b8edd	Staphylococcus_aureus_16S_4	+	251	1417	338	1466	48	86	1080	892	0.825926	0.734761	488	0.694087
40fc5479-e308-49a3-baa7-0a17a6c9e750	Pseudomonas_aeruginosa_16S_1	+	21	1409	2	1373	77	94	1294	1046	0.808346	0.713993	390	0.864395
1f85f544-0ab5-4852-b2bd-044f8d782908	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bb644d5f-e753-4253-8dc9-a715a5246569	Listeria_monocytogenes_16S_6	+	257	1416	215	1366	63	71	1088	909	0.835478	0.743863	522	0.711576
dbac45f1-e68c-4210-a04e-a74310e8a5a2	Bacillus_subtilis_16S_7	+	243	1518	197	1442	41	71	1204	978	0.812292	0.743161	548	0.828061
7e64a5af-0862-419b-8fa2-496c6ff18108	Staphylococcus_aureus_16S_5	+	259	1419	216	1360	56	72	1088	895	0.82261	0.73602	462	0.706953
d2e6ff9d-a00b-47ae-acd5-2ed9957485b7	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
a0831a38-9871-4511-b015-dd25f8c66971	Salmonella_enterica_16S_5	+	224	1414	215	1403	61	63	1127	937	0.831411	0.749001	586	0.734681
446f4276-ae9c-41a4-b6f2-316d1b9299c4	Pseudomonas_aeruginosa_16S_3	+	241	1494	186	1378	58	119	1134	974	0.858907	0.742944	578	0.78153
6430a83b-d846-4105-9f39-6f32638e1664	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7f9b3bbd-dc2f-4ff7-ab9d-8d8f76f3fd74	Pseudomonas_aeruginosa_16S_3	+	19	1494	0	1461	32	46	1429	1305	0.913226	0.865959	1754	0.936435
cb0367d8-e4e3-4151-b715-19507fd5f155	Pseudomonas_aeruginosa_16S_1	+	227	1406	216	1389	77	83	1096	953	0.869526	0.758758	771	0.718218
9c31c553-6fa6-4617-a8fa-416075919a09	Bacillus_subtilis_16S_2	+	29	1211	0	1185	55	52	1130	1044	0.923894	0.843977	1270	0.741957
68ead9d2-df93-401a-bda0-2b6c1f3eeb50	Listeria_monocytogenes_16S_6	+	234	1416	196	1378	53	53	1129	916	0.811337	0.7417	492	0.731218
a2b042da-3fec-4043-b413-40c6805aad56	Escherichia_coli_16S_4	+	242	1508	212	1452	57	83	1183	978	0.826712	0.739229	544	0.774215
e2d58038-bc56-4bd2-8b64-63fc1efc670c	Pseudomonas_aeruginosa_16S_2	+	212	1494	171	1501	97	49	1233	1038	0.841849	0.752719	648	0.807995
d0583376-e846-4423-ae9e-025fcaacc025	Escherichia_coli_16S_4	+	242	1509	202	1464	58	63	1204	1019	0.846346	0.769057	752	0.781818
5121353b-4ec4-4777-8162-4056742d269b	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0655fb4a-1c0e-4191-94e8-424778ce83c9	Pseudomonas_aeruginosa_16S_4	+	223	1494	179	1450	51	51	1220	1063	0.871311	0.804085	1074	0.799476
7a2422fd-44ec-46d2-b264-73a4e0dd4f77	Bacillus_subtilis_16S_6	+	254	1362	220	1287	63	104	1004	827	0.823705	0.706234	216	0.668442
c7e1224c-831c-4bab-a9b5-6c822cf61262	Bacillus_subtilis_16S_2	+	249	1417	199	1305	37	99	1069	889	0.831618	0.737759	498	0.719865
674545dc-630d-4640-b1bb-5c7a0afceae2	Bacillus_subtilis_16S_2	+	256	1510	219	1414	18	77	1177	1089	0.925234	0.856132	1465	0.78206
9fca31bd-e7e9-43fa-ac35-b699d062fc4e	Bacillus_subtilis_16S_7	+	29	1518	0	1448	54	95	1394	1174	0.842181	0.760855	810	0.915299
46263e0e-a20e-4a1d-9dfe-68ed2341559b	Bacillus_subtilis_16S_3	+	39	1518	10	1434	67	122	1357	1143	0.842299	0.739327	673	0.900464
dfdd1324-4369-453c-9ad0-921e6a865655	Enterococcus_faecalis_16S_2	+	259	1526	215	1447	48	83	1184	977	0.825169	0.742966	532	0.770833
f34987a4-aaec-4864-9a18-08c2e1eb2614	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8c845d40-b884-499c-ba56-ee30243dca1c	Pseudomonas_aeruginosa_16S_4	+	19	1396	0	1341	54	90	1287	1084	0.842269	0.757512	692	0.924569
b6a00db0-4133-4276-9a98-5588641f360d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
c4f5b991-91f2-4643-b18c-1d194c52f858	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55b27873-8146-4bfd-a6dd-2d47c123d44d	Salmonella_enterica_16S_5	+	236	1411	204	1351	45	73	1102	903	0.819419	0.740164	494	0.725
83063066-b3fb-4262-a2f4-761433e8e462	Salmonella_enterica_16S_1	+	235	1377	200	1329	57	70	1072	868	0.809702	0.723937	382	0.708058
b25896f8-04ab-44c3-9a1c-30dd605059af	Pseudomonas_aeruginosa_16S_3	+	228	1406	212	1365	54	79	1099	899	0.818016	0.729708	396	0.737584
a335f998-46d0-45e6-b364-eb0dfefae0db	Bacillus_subtilis_16S_5	+	242	1414	203	1316	40	99	1073	904	0.842498	0.745875	534	0.717726
1c451840-97b0-453f-aa00-cdd4ef6f6029	Bacillus_subtilis_16S_3	+	242	1518	185	1443	51	69	1207	998	0.826843	0.752072	676	0.789921
fa3f5e9a-c68d-47af-b9c2-eae00b44b83f	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
b238b8a5-e27e-43cb-8719-b4bcd0546ce5	Salmonella_enterica_16S_1	+	235	1501	214	1464	58	74	1192	956	0.802013	0.722054	400	0.78628
8bd82434-d4ce-4507-a025-3a42ee6bd47f	Bacillus_subtilis_16S_9	-	24	1518	83	1526	61	112	1382	1232	0.891462	0.792283	1130	0.887035
69695daf-e231-40a2-9bd9-5aa011f1f9c1	Bacillus_subtilis_16S_2	+	33	1417	4	1343	52	97	1287	1063	0.825952	0.740251	544	0.85119
31a87a99-91c8-4bdf-8a6a-8dcc95520bc9	Salmonella_enterica_16S_4	+	239	1502	214	1491	59	45	1218	1043	0.856322	0.788956	954	0.794003
d5fe5187-7d39-4440-addf-80af2ee87ae2	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
15c8cc41-cf0c-41e4-8049-1981b23d0985	Staphylococcus_aureus_16S_1	+	250	1419	207	1317	35	94	1075	884	0.822326	0.734219	426	0.727334
01ea9e0c-081f-4a8a-837b-1e872592bcdd	Escherichia_coli_16S_7	+	246	1417	209	1370	63	73	1098	901	0.820583	0.730146	418	0.712062
db399b34-cc15-41a5-9a19-34c3c327f687	Salmonella_enterica_16S_5	+	280	1413	282	1402	58	71	1062	901	0.848399	0.756507	580	0.692308
c63c74bd-61d8-45c0-b784-54e732903268	Bacillus_subtilis_16S_4	+	32	1422	2	1346	59	105	1285	1126	0.876265	0.777088	952	0.849306
573e88f4-5362-4e1f-961c-8297dc49a35f	Salmonella_enterica_16S_4	+	21	1402	0	1347	63	97	1284	1073	0.83567	0.743075	646	0.846966
736b06cb-c8fa-4ea4-8d1f-897114edb82e	Bacillus_subtilis_16S_4	+	38	1516	8	1474	50	62	1416	1300	0.918079	0.850785	1604	0.917693
347b535a-5805-4360-9104-6a5813dcc221	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2aeca717-a7e2-4f4e-b71e-5a5ffd61ffd1	Listeria_monocytogenes_16S_3	+	31	1517	2	1469	45	64	1422	1226	0.862166	0.800784	1154	0.916237
f5ddb339-8aa5-4768-84c5-76f125ba5cf7	Staphylococcus_aureus_16S_4	+	251	1419	200	1378	79	69	1099	901	0.819836	0.722534	382	0.711327
55312a06-fb14-4745-b612-1e4963398ab5	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7818b2bd-74c3-4076-9348-6035acc8b99b	Staphylococcus_aureus_16S_4	+	251	1419	281	1402	47	94	1074	887	0.825885	0.730041	412	0.690231
235441f4-725d-4c9d-af90-29912ed29456	Bacillus_subtilis_16S_5	+	257	1518	184	1392	23	76	1185	1047	0.883544	0.815421	1137	0.805027
37dd4d09-0b38-4dd6-ac30-7dcf0384e0cc	Bacillus_subtilis_16S_7	+	29	1518	0	1470	59	78	1411	1312	0.929837	0.847545	1662	0.928289
17dead85-76a2-4d1b-86e7-c646d68005fb	Staphylococcus_aureus_16S_1	+	234	1418	204	1340	42	90	1094	905	0.82724	0.738173	478	0.722112
6ea38418-949a-4420-90e7-cee8a09a3517	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
fdbed38c-1fa5-4cd4-a1ca-76ef0a304133	Salmonella_enterica_16S_1	+	235	1501	214	1461	57	76	1190	993	0.834454	0.750567	636	0.790698
65121f43-bf26-4600-be26-cf1eace0be7f	Staphylococcus_aureus_16S_1	+	257	1419	202	1328	58	94	1068	885	0.828652	0.72541	434	0.713904
16c14aa5-7c5c-4ea5-a19b-ed848c1b4617	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
