read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
848b7f32-d0ef-4ec8-8bc2-c56d315afeec	Pseudomonas_aeruginosa_16S_4	+	23	1418	0	1318	64	141	1254	1078	0.859649	0.738862	650	0.853061
051886bc-5eb9-4775-9a66-8902ac8a204d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30cceebe-7142-4302-8b11-23d4274ad41d	Staphylococcus_aureus_16S_4	+	246	445	207	403	5	8	191	175	0.91623	0.857843	212	0.259511
00769824-8d7a-4f45-9b08-e7b24c2357ac	Bacillus_subtilis_16S_6	+	30	1518	1	1477	64	76	1412	1159	0.820822	0.746778	734	0.909208
9b04f643-3ae4-40e5-af14-9166be66706c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
02bcd810-20c6-4f5b-ae63-90c35169924c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
f7eee848-b78e-4083-a7e8-85389d21424a	Salmonella_enterica_16S_2	+	21	1501	0	1467	56	69	1411	1175	0.832743	0.764974	816	0.919817
978e7ced-8adb-4be4-a00e-8db218181910	Listeria_monocytogenes_16S_4	+	235	1007	170	917	18	43	729	639	0.876543	0.808861	676	0.552691
acfc7b81-4d9f-4d8e-a23a-cdf7f9d79ee1	Listeria_monocytogenes_16S_6	+	29	622	1	591	29	32	561	434	0.773619	0.697749	98	0.505405
c24dd1de-b5c7-4eaa-b554-8191cbae7ec3	Bacillus_subtilis_16S_3	+	29	363	0	331	9	12	322	292	0.906832	0.851312	370	0.492355
35466e60-77c6-40ab-95fc-5319c8cc5a42	Bacillus_subtilis_16S_9	+	250	1518	201	1446	48	71	1197	1016	0.848789	0.772036	790	0.781332
f31f6b1f-46f6-49f8-8c9e-eed9c627d93f	Enterococcus_faecalis_16S_3	+	237	1433	204	1403	81	78	1118	947	0.847048	0.741582	520	0.715749
d839a6f4-8e8d-45ac-bd5f-de8eb44aa7a9	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ffe7ba8b-3436-4a1f-b79f-24f442466eeb	Bacillus_subtilis_16S_8	+	249	913	228	871	21	42	622	524	0.842444	0.764964	374	0.69188
607028c2-daae-414c-9859-37b5f8536f23	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2775f514-0cdd-4042-821d-7738c6b9a73d	Salmonella_enterica_16S_2	+	234	702	212	672	9	17	451	376	0.833703	0.78826	320	0.624654
53bed10c-395a-4980-9217-ffba3a24b123	Enterococcus_faecalis_16S_2	+	265	1521	227	1456	60	87	1169	1009	0.863131	0.766717	724	0.760573
92fc6b2e-817e-4789-a90a-5c08e6c97ff8	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9e43f9bf-7838-479d-a999-adaa1e01c44b	Bacillus_subtilis_16S_6	+	29	1426	0	1411	77	63	1334	1148	0.86057	0.778833	956	0.856226
5406964a-7e6f-421f-b7ec-da6ef3a20a70	Salmonella_enterica_16S_4	+	236	1419	217	1396	58	62	1121	961	0.85727	0.774375	766	0.730769
537be52f-6077-4a25-8967-6cd0519a91ca	Listeria_monocytogenes_16S_3	+	32	628	4	597	40	43	553	482	0.871609	0.757862	346	0.473054
2e6fce54-c194-4787-83c7-5a626e341749	Bacillus_subtilis_16S_6	+	29	1417	0	1330	60	118	1270	1084	0.853543	0.748619	724	0.84893
ee0edce2-2d12-45e8-abad-cd12b3741a78	Bacillus_subtilis_16S_6	+	33	1447	4	1331	52	139	1275	1071	0.84	0.730559	536	0.857431
5d6dc36a-095b-4465-9127-f4808bc6fe46	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d16e0a45-11a7-4730-adff-1af797b21445	Salmonella_enterica_16S_6	-	703	1498	2	776	23	44	751	621	0.826897	0.759169	404	0.87022
2b8648a7-aa47-4558-b867-5de4001048c6	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5ea787ee-0837-4327-ae7a-0e988bd1bf5f	Enterococcus_faecalis_16S_1	+	262	1526	208	1449	74	97	1167	971	0.832048	0.72571	468	0.765748
7f0b91cb-6172-439c-aa2f-27171dbdc5f3	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
fe2708f7-7698-4bf4-910a-8fdcc2b8ed7a	Pseudomonas_aeruginosa_16S_1	+	19	1494	0	1469	70	76	1399	1158	0.827734	0.749515	704	0.916776
5c7c9d30-f06a-4d68-8fef-560615bfee69	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
02290dcd-5d70-48a5-a7a0-2103ebf90130	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9b7f2ff4-5a31-4c62-bee8-046c0d97ac9d	Escherichia_coli_16S_7	+	246	1508	227	1449	34	74	1188	994	0.8367	0.766975	728	0.772934
e1936a76-7216-4994-86a2-8c32b2ee8f21	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7a6b4569-278d-4151-a6b6-138d80e48de7	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
961d8de5-57f4-4203-bc79-d534d8012126	Listeria_monocytogenes_16S_2	+	235	1421	189	1358	34	51	1135	955	0.84141	0.782787	820	0.737492
d74ba965-2b2a-46bb-a41f-c7cdb0457fbe	Escherichia_coli_16S_4	+	28	1499	0	1481	69	59	1412	1216	0.86119	0.78961	1072	0.915694
3cfff9aa-ae8e-4848-8f5c-ecef18698886	Staphylococcus_aureus_16S_6	+	251	1520	202	1421	42	92	1177	1008	0.856415	0.768879	800	0.78206
93f6d844-4783-40d0-a6f3-773aecc73200	Pseudomonas_aeruginosa_16S_2	+	26	1411	9	1379	66	81	1304	1091	0.836656	0.751895	732	0.854522
c71bf6b1-c536-403a-8646-2f49c5a49e07	Enterococcus_faecalis_16S_1	+	249	1425	210	1354	44	76	1100	922	0.838182	0.755738	588	0.71708
0ad8c46d-66c7-4074-94b8-3507829661d8	Pseudomonas_aeruginosa_16S_4	+	223	1494	178	1419	37	67	1204	1018	0.845515	0.778287	880	0.80914
72b3afe9-9ea6-4551-9ded-0ed763a78083	Bacillus_subtilis_16S_10	+	29	1518	0	1490	74	73	1416	1187	0.838277	0.759437	788	0.908858
