read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
6b0f2a4b-f2f8-48c3-8196-407e4e637fe4	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7fcc99a1-2a8e-434f-a863-0ea20d4bc315	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
41d5c671-5a23-470b-b68d-79cb00c01a25	Pseudomonas_aeruginosa_16S_3	+	19	1411	0	1348	72	116	1276	1104	0.865204	0.754098	720	0.8501
f5158106-3c55-4005-9fca-7d941bb61c85	Bacillus_subtilis_16S_10	+	29	1518	0	1464	43	68	1421	1235	0.869106	0.806136	1204	0.927546
35789860-07d6-48ae-ae2b-23266cf507b1	Salmonella_enterica_16S_6	+	234	1403	178	1315	30	62	1107	954	0.861789	0.795663	920	0.73506
92c5c79d-e147-4d26-a164-39254e4dfb86	Bacillus_subtilis_16S_3	+	250	1518	201	1438	41	72	1196	1037	0.867057	0.792208	924	0.785808
7b72632f-0f53-48a7-b719-d2d3b2607a53	Enterococcus_faecalis_16S_1	+	258	1427	211	1352	38	66	1103	908	0.823209	0.752278	568	0.720444
4ab2f0fb-2c9e-4969-9b84-1c65636df597	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2257bf71-2fdd-4fd6-acec-7d2eaf8728bf	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
16f4b4f5-115b-4b94-b7e1-2153349ff8a3	Bacillus_subtilis_16S_7	+	241	1417	181	1296	26	87	1089	919	0.843893	0.764559	680	0.733333
d4cce9ba-0a4e-45c1-9c88-85c836aa8998	Pseudomonas_aeruginosa_16S_1	+	226	1494	173	1405	53	89	1179	1024	0.868533	0.77517	844	0.789685
1f7886c1-b8aa-4f65-9fa3-40e49cda00da	Listeria_monocytogenes_16S_3	+	511	827	456	768	12	16	300	250	0.833333	0.762195	180	0.196721
882f50e6-4b95-4ea2-ae22-4efdae52bcac	Salmonella_enterica_16S_6	+	243	607	195	537	12	34	330	297	0.9	0.789894	290	0.337769
354c1b43-bff5-4961-b071-6417957e44fe	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1383eb4f-f0cc-43b7-bf0a-ea48d9d3d7b6	Enterococcus_faecalis_16S_3	+	257	1526	266	1532	53	56	1213	991	0.816983	0.749622	600	0.776568
ae6d4bee-a521-44dc-a20f-9bc233b5eeb4	Bacillus_subtilis_16S_7	+	30	1419	1	1374	77	93	1296	1063	0.820216	0.725102	466	0.833977
8c543592-9d0a-497b-a769-70bfa13afe0a	Bacillus_subtilis_16S_7	+	32	1518	3	1451	47	85	1401	1179	0.841542	0.76908	930	0.918087
4b58404e-7607-4649-a6a5-b30559f5618f	Salmonella_enterica_16S_2	+	239	1500	212	1441	24	56	1205	1045	0.86722	0.81323	1066	0.788097
134e506f-c624-4877-8424-6aba713993a2	Pseudomonas_aeruginosa_16S_2	+	231	1494	207	1447	65	88	1175	974	0.828936	0.733434	518	0.772011
dd77b842-b1c5-4526-8d02-0bac6a47f781	Bacillus_subtilis_16S_10	+	42	827	12	776	28	49	736	672	0.913043	0.826568	758	0.947233
05e552f1-5c53-4990-9c1e-11b59624f5be	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
45b10e07-3a3d-4250-ba62-9781320f6597	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
c510aa13-6276-4e68-8f1b-20e1d6411548	Staphylococcus_aureus_16S_4	+	246	1518	183	1391	43	107	1165	977	0.838627	0.742966	578	0.794679
cb6b39c9-9c12-4687-9d3a-d0405ca00568	Bacillus_subtilis_16S_4	+	225	1424	167	1333	59	92	1107	912	0.823848	0.72496	406	0.727332
3f61a000-40fd-4415-9557-5f294b56ba42	Bacillus_subtilis_16S_1	-	888	1518	565	1189	23	29	601	521	0.866889	0.797856	478	0.469898
aa7e452c-85c6-431c-8b7e-efac67981e17	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
caf862ec-e326-42b9-9fae-76d0bac68628	Bacillus_subtilis_16S_6	+	29	440	0	412	11	10	401	353	0.880299	0.836493	408	0.463048
b87b8c7e-45f0-4539-88d0-dd33d694a67a	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
95f86dd0-ba01-44b7-873d-0fba44914fb6	Bacillus_subtilis_16S_2	+	249	1417	207	1341	46	80	1088	907	0.83364	0.747117	506	0.715319
e8a47be2-7e1f-4da7-9c5e-9db0e18580a9	Salmonella_enterica_16S_3	+	90	1414	52	1358	36	54	1270	1086	0.855118	0.798529	1012	0.842734
d580b145-6468-4816-a9e8-eaf65ee60822	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
eb578d2d-3e7e-476f-b448-94ddb23438f0	Salmonella_enterica_16S_1	+	235	1419	208	1360	32	64	1120	910	0.8125	0.748355	564	0.741231
f16ccb34-61a8-4117-9ef8-a7b390ab00ce	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e370fb7d-9f40-40bc-bae0-71e93673e7b7	Salmonella_enterica_16S_1	+	235	1501	197	1421	24	66	1200	1037	0.864167	0.803876	1058	0.796284
7c63e5fa-97d0-4715-ad44-96b9ff584749	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30a1b952-6661-4b9c-919f-e73036a64e7f	Listeria_monocytogenes_16S_5	+	512	1433	454	1346	35	64	857	723	0.843641	0.756276	476	0.567174
74c5fe64-9cd8-47fb-932d-e061b5233ad2	Bacillus_subtilis_16S_4	+	32	1518	2	1480	56	64	1422	1217	0.855837	0.789235	1082	0.912709
e91f770e-f7f9-47f4-ba1e-981da1b58eca	Pseudomonas_aeruginosa_16S_1	+	212	1494	162	1387	33	90	1192	1046	0.877517	0.795437	1002	0.816998
0c948e40-ac9e-4598-a2bd-e1d07ba79da8	Staphylococcus_aureus_16S_2	+	250	1419	217	1367	60	79	1090	916	0.840367	0.745321	542	0.711024
a7538e23-fbf0-41cd-8a9f-5889496ee0e3	Bacillus_subtilis_16S_4	+	32	1518	3	1515	64	38	1448	1358	0.937845	0.876129	1916	0.929397
64f94134-4561-4557-80b7-d49610517bc5	Listeria_monocytogenes_16S_4	+	234	1506	197	1426	37	80	1192	1025	0.859899	0.78304	864	0.785761
c4f7af55-90ac-4b4e-a128-61dc0c6eb91a	Bacillus_subtilis_16S_9	+	242	1518	177	1429	44	68	1208	1024	0.847682	0.775758	828	0.79526
dae6f1f0-60db-45a0-b0fc-ca5c58f2e73a	Bacillus_subtilis_16S_4	-	65	1514	142	1630	108	69	1380	1249	0.905072	0.802184	1208	0.885751
9f586290-ae3c-414c-9af3-3dc4575beb75	Bacillus_subtilis_16S_7	+	30	1516	1	1484	95	98	1388	1116	0.804035	0.705882	334	0.890886
cc164eda-e9df-43cc-b4d3-c056b1513383	Pseudomonas_aeruginosa_16S_3	+	223	1394	176	1312	39	74	1097	942	0.858706	0.778512	778	0.746767
3ba3f61a-9900-4c80-95b9-8792ecd94247	Staphylococcus_aureus_16S_6	+	250	1520	235	1535	101	71	1199	1017	0.848207	0.741794	582	0.770566
37120c0a-90d9-4994-8181-171a7f7c6645	Pseudomonas_aeruginosa_16S_1	+	227	1494	178	1399	38	84	1183	1033	0.873204	0.791571	934	0.795562
a800837c-f4ba-4c3a-ab79-fa562da9b259	Staphylococcus_aureus_16S_3	+	251	1520	176	1408	63	100	1169	995	0.851155	0.746997	668	0.785618
42d15e68-2d03-4439-9e7f-cf385198c70b	Salmonella_enterica_16S_1	+	87	1498	55	1444	57	79	1332	1131	0.849099	0.770436	862	0.878628
f4b02cea-0b08-496b-990a-b42ddbc18810	Enterococcus_faecalis_16S_3	+	242	1442	203	1407	67	63	1137	926	0.814424	0.73086	436	0.729782
5d3d7fed-4197-4814-b747-7977268dd4ae	Bacillus_subtilis_16S_6	+	30	1447	0	1376	42	83	1334	1214	0.910045	0.832077	1414	0.878788
17844a17-695e-4f2b-a586-7f92562f6655	Listeria_monocytogenes_16S_3	+	31	1517	3	1481	48	56	1430	1305	0.912587	0.850717	1654	0.921392
7f3da18b-8cd3-4f67-b305-d743790cde47	Staphylococcus_aureus_16S_6	+	246	1419	218	1375	58	74	1099	901	0.819836	0.731925	422	0.710407
047145c0-179d-4004-8640-509638aeb46e	Listeria_monocytogenes_16S_3	+	28	1517	0	1471	45	63	1426	1244	0.87237	0.810952	1268	0.918814
3cafd37d-ff3d-40f6-bcc4-e72140f135d5	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
284e4ea5-d7b8-45e1-a3e8-e53be726f197	Bacillus_subtilis_16S_2	+	33	1510	4	1396	59	144	1333	1117	0.837959	0.727214	560	0.895232
e3fb5783-8bf9-4d8b-922c-f1ae8791ac72	Pseudomonas_aeruginosa_16S_3	+	231	1494	186	1406	56	99	1164	1010	0.867698	0.765732	778	0.779638
425fedca-9f67-4328-91f3-47a8957a831d	Enterococcus_faecalis_16S_1	+	261	1520	266	1551	92	66	1193	995	0.834032	0.736492	578	0.763764
cbd27772-1510-4c63-9acc-d172ed44b72e	Bacillus_subtilis_16S_9	+	42	351	8	333	26	10	299	266	0.889632	0.79403	248	0.897898
14301beb-00fe-410a-924c-8865d2c882d7	Bacillus_subtilis_16S_4	+	32	1518	3	1467	42	64	1422	1308	0.919831	0.856021	1692	0.914469
