read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
577a0a94-0b98-4cf4-bd1a-c56852a2ea0d	Escherichia_coli_16S_4	+	28	1504	0	1485	71	62	1414	1216	0.859972	0.786038	1050	0.916991
5fd14070-40f3-4d61-af21-b8faf27f2ef5	Staphylococcus_aureus_16S_3	+	251	1431	210	1353	50	87	1093	912	0.834401	0.741463	542	0.716721
65701345-f992-4a54-b91b-ab0febcc5aac	Staphylococcus_aureus_16S_2	+	33	1421	4	1314	60	138	1250	1043	0.8344	0.720304	450	0.83167
26ecd8d0-3201-4209-81fe-fa3276ae31e0	Pseudomonas_aeruginosa_16S_1	+	231	1394	177	1269	49	120	1043	840	0.805369	0.693069	183	0.727844
ba927e28-755b-49b2-b396-5487b0ae95d7	Staphylococcus_aureus_16S_2	+	29	1520	0	1410	54	135	1356	1150	0.848083	0.744337	722	0.905812
833517a3-2f1d-4829-8676-5ebb9f3dd39c	Staphylococcus_aureus_16S_6	+	251	1520	211	1426	36	90	1179	979	0.830365	0.750192	642	0.779247
57bad08e-8bce-4342-bab9-914ce86dfdc5	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
77b44755-55b4-429b-b6b1-5a12750bd33a	Staphylococcus_aureus_16S_1	+	320	1419	273	1358	42	56	1043	845	0.810163	0.740578	446	0.678595
d5b0bca6-7564-4df3-aa11-8ee0455cc35f	Salmonella_enterica_16S_1	+	235	1501	210	1470	69	75	1191	980	0.822838	0.734082	480	0.776402
fb28a27d-189a-4400-a2e4-6ec46c2ae91e	Listeria_monocytogenes_16S_4	+	320	1415	286	1353	49	77	1018	839	0.824165	0.733392	418	0.666667
46bd81f9-f0c0-4b22-9fb8-129ba78984b5	Bacillus_subtilis_16S_7	+	253	1417	208	1343	57	86	1078	907	0.841373	0.742834	508	0.718667
682c47cb-c6cb-4481-9a13-32de84f6afc9	Enterococcus_faecalis_16S_4	+	259	1437	217	1392	60	63	1115	923	0.827803	0.745557	536	0.72075
91f74169-aa01-49a5-9e82-e56f338180de	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5c45d191-2d74-4eb6-af8f-921e10de90a0	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7eeb6300-8687-4e2b-b729-76830d51264a	Enterococcus_faecalis_16S_4	+	259	1437	202	1366	59	73	1105	932	0.843439	0.753436	588	0.722222
51e8b6cf-8321-4320-b1a9-a258dd12b2db	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9d2ce3f9-3f1a-4fae-ae8d-c2ea3777fe17	Enterococcus_faecalis_16S_1	+	259	1437	214	1371	52	73	1105	935	0.846154	0.760163	612	0.720339
a14f9fb2-fc52-4552-940e-b8a4d0561536	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aebff6b9-b22f-41b1-b182-087e76d96744	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2606ea81-6840-4cc0-a068-8790612e7535	Staphylococcus_aureus_16S_1	+	246	1419	207	1346	55	89	1084	893	0.823801	0.727199	418	0.711753
4be60029-9ed6-486d-8a88-04713d7dd5aa	Pseudomonas_aeruginosa_16S_1	+	153	1494	138	1542	102	39	1302	1129	0.867127	0.782398	948	0.853211
88ed2440-559d-4b92-af54-04736927bc0d	Pseudomonas_aeruginosa_16S_3	+	223	1494	204	1428	40	87	1184	1009	0.852196	0.769642	796	0.780488
707a1ba6-b8a9-40a0-b713-8ce8238155f1	Pseudomonas_aeruginosa_16S_3	+	212	1494	169	1410	42	83	1199	1028	0.857381	0.776435	859	0.811781
bf790009-c3b1-40df-b6c2-7d98e2b2a08b	Enterococcus_faecalis_16S_4	+	259	1424	215	1396	59	43	1122	936	0.834225	0.764706	660	0.71831
07832723-ceaa-447a-918b-cb5aa213eb0b	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9b914fdb-4292-4295-b6ad-632fd2593369	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2f0e3256-cbfc-4530-a9b3-974993a74efb	Staphylococcus_aureus_16S_1	+	258	1520	221	1454	57	86	1176	980	0.833333	0.742987	574	0.76913
ee526f9b-4d46-4e96-ac1d-c91eb3c3076b	Pseudomonas_aeruginosa_16S_4	-	223	614	169	552	13	21	370	326	0.881081	0.806931	324	0.27266
5346413e-7463-4203-ad3c-dd23907fe109	Pseudomonas_aeruginosa_16S_2	+	668	1369	628	1332	42	39	662	521	0.787009	0.701211	112	0.43812
59039661-e722-4e96-8389-955ac5454dec	Pseudomonas_aeruginosa_16S_3	+	658	1494	622	1474	66	50	786	662	0.842239	0.733925	324	0.515072
35e69125-b0c1-461e-89cb-ba74257db64d	Salmonella_enterica_16S_1	+	236	1501	214	1465	57	71	1194	965	0.808208	0.729955	434	0.778357
d5bbc82c-4951-4efa-8406-fb93e0b616ee	Bacillus_subtilis_16S_6	+	250	1417	302	1429	43	83	1084	891	0.821956	0.736364	482	0.695764
a3036a75-b6a8-44e6-9ac4-b5a6319c6095	Staphylococcus_aureus_16S_1	+	246	1419	218	1384	58	65	1108	911	0.822202	0.740049	500	0.713458
0f824c30-7e2e-4973-b34a-0f989e1e9f5a	Staphylococcus_aureus_16S_1	+	254	1520	231	1480	69	86	1180	979	0.829661	0.733333	516	0.760309
568feac8-e148-4a11-ae51-6de16c413611	Listeria_monocytogenes_16S_4	+	509	1415	452	1324	48	82	824	689	0.836165	0.722222	258	0.582744
